Iteración,NA's Arribo,Arribo,T. de Llegada,NA's Distribución,T. Distribución,Inicio Distribución,Fin Distribución,NA's Servidor 1,Inicio Servidor 1,Fin Servidor 1,NA's Servidor 2,Inicio Servidor 2,Fin Servidor 2,NA's Servidor 3,Inicio Servidor 3,Fin Servidor 3,NA's Servidor 4,Inicio Servidor 4,Fin Servidor 4,NA's Servidor 5,Inicio Servidor 5,Fin Servidor 5,Cola Distribución,Cola Servidor,Cola Total,Promedio Móvil,Replica 1,Replica 2,Replica 3,Replica 4,Replica 5,Replica 6,Replica 7,Replica 8,Replica 9,Replica 10,Replica 11,Replica 12,Replica 13,Replica 14,Replica 15
596,"[0.738727, 0.527365]",1.6301541015495504,394.0234323463734,"[0.83803, 0.272274]",0.44195491291638106,394.0234323463734,394.4653872592898,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.732358, 0.852838, 0.897082, 0.683556, 0.382266, 0.924882]",394.9939299484178,396.4538909630994,0.0,0.5285426891280167,0.5285426891280167,0.6551607471798687,2.553618217646365,1.0950212143886855,1.0142013843431565,1.285338865447879,1.4042691317108846,1.0268915753174406,0.646650456686967,0.42056797060813284,1.2220122977464392,0.8704131735379262,1.0121623388175753,0.9201975519089096,2.558604943772154,0.7256773789217169,0.6551607471798687
597,"[0.386349, 0.769816]",0.3723472671391346,394.39577961351256,"[0.825802, 0.661321]",0.4303693507190139,394.4653872592898,394.8957566100088,,0.0,0.0,,0.0,0.0,"[0.847541, 0.89425, 0.266322, 0.207565]",395.34074482697673,396.2854542047582,,0.0,0.0,,0.0,0.0,0.06960764577723921,0.44498821696794266,0.5145958627451819,0.6549252951121389,2.5493408001963713,1.0934060623838409,1.0128788279318623,1.2936487438988409,1.401916922110029,1.0251714889266241,0.6455672900928514,0.4198635016456402,1.2205841793178034,0.8752480355635345,1.014124580446895,0.9186561824752264,2.5649204383658963,0.7244618389235231,0.6549252951121389
598,"[0.435369, 0.119779]",0.47133258418226376,394.86711219769484,"[0.911353, 0.579132, 0.138186, 0.728835]",0.10868957426172704,394.8957566100088,395.00444618427053,"[0.570633, 0.95357]",395.4241705776132,398.022197689805,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.02864441231395176,0.4197243933426762,0.44836880565662796,0.654579882922414,2.545077688490357,1.0928749515521203,1.0117453555436784,1.3041823319992987,1.3996759499101004,1.0234571553331013,0.6449645995701101,0.420475964051004,1.2185571907323343,0.8787338996209163,1.0148335706577463,0.9171199681232611,2.568882343512301,0.7232503642764938,0.654579882922414
599,"[0.234937, 0.804467]",0.15409777335641717,395.02120997105123,"[0.52983, 0.65865]",0.258442631935782,395.02120997105123,395.279652602987,,0.0,0.0,"[0.514807, 0.417546]",395.9280990644512,398.3285894912499,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.6484464614641752,0.6484464614641752,0.6545696434875922,2.54082881088019,1.0910504524677263,1.0110433042642795,1.3133852167522306,1.3973392621807013,1.0217485457248656,0.6438878640115624,0.42053498978484466,1.2165228715491418,0.882519446047008,1.0140279073094538,0.9155888830345745,2.5717983464753105,0.7220429346199387,0.6545696434875922
600,"[0.86532, 0.31594, 0.295349, 0.105801]",0.22751476599988918,395.24872473705113,"[0.340062, 0.181438]",0.18611066892026773,395.279652602987,395.4657632719073,,0.0,0.0,,0.0,0.0,"[0.922468, 0.3489, 0.13798, 0.888494, 0.231496, 0.4547]",396.2854542047582,397.0770186007699,,0.0,0.0,,0.0,0.0,0.030927865935893806,0.8196909328509037,0.8506187987867975,0.6548963920797576,2.5370138285592976,1.0892320350469467,1.0094879969233164,1.323561462436684,1.3950464168211647,1.020045631481991,0.6433496353033666,0.4198340981352032,1.2144953334298931,0.8848522199651913,1.0124001038714934,0.9140629015628502,2.5752057742388166,0.7226560443733091,0.6548963920797576
601,"[0.55125, 0.502955]",0.782798401690596,396.0315231387417,"[0.507389, 0.376789]",0.24927243887755426,396.0315231387417,396.28079557761924,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.250004, 0.792166]",396.4538909630994,397.16729481518473,0.0,0.1730953854801669,0.1730953854801669,0.6540947265113722,2.532792507713109,1.0874196689320599,1.008395863562401,1.332365783341081,1.3927252081409298,1.0183483841750325,0.64227917002,0.41916115097538903,1.2124745425256838,0.8876651452614175,1.0107155779083128,0.9125419982324628,2.5787320821550366,0.7233865570919231,0.6540947265113722
602,"[0.844848, 0.193594]",2.37383409163106,398.4053572303728,"[0.340871, 0.311106]",0.18640474800779008,398.4053572303728,398.5917619783806,,0.0,0.0,,0.0,0.0,"[0.31679, 0.632673]",398.5917619783806,399.77454232469086,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6530081904208218,2.5285852111886684,1.0856133239670565,1.0088553660832487,1.340099310874828,1.3904117111174399,1.0166567755634461,0.641212261099701,0.41846486999370236,1.210593242762925,0.8914037794691339,1.0090366483769035,0.91102614773706,2.5806964602125824,0.7231475850735596,0.6530081904208218
603,"[0.902445, 0.800905, 0.13499, 0.24959]",0.06432757669479955,398.46968480706755,"[0.433559, 0.66893]",0.220562146854073,398.5917619783806,398.8123241252347,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.669055, 0.507297]",398.8123241252347,402.583694207279,0.12207717131303752,0.0,0.12207717131303752,0.6521277078020692,2.524391869213231,1.0840992997672705,1.0099849623335053,1.3467147520006555,1.3883553993253894,1.0149707775940209,0.6401488908491211,0.41777089840167303,1.2086426322283907,0.8959963895000372,1.0073632874343217,0.9095153249381595,2.582959577673262,0.7219483353470695,0.6521277078020692
604,"[0.187182, 0.846541, 0.897824, 0.771915, 0.495805, 0.631868]",0.6184734168230808,399.0881582238906,"[0.479945, 0.332422]",0.23836931663512037,399.0881582238906,399.3265275405257,"[0.564873, 0.353363]",399.3265275405257,401.8831113110781,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6510480261666354,2.5202124124761234,1.0823044333769272,1.0110536576136377,1.3530458366064189,1.3865497719205226,1.0146503412938987,0.63951130275655,0.41707922472882253,1.2066415682677478,0.9008584682072921,1.007054719348584,0.9084814836774193,2.585099625367194,0.7207530566461637,0.6510480261666354
605,"[0.852095, 0.881931, 0.909835, 0.912988, 0.583181, 0.493694]",0.8924450778835882,399.9806033017742,"[0.851112, 0.630218]",0.45523643857316975,399.9806033017742,400.4358397403474,,0.0,0.0,"[0.584767, 0.127939]",400.4358397403474,403.4414214439245,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6499719137266905,2.5160467721249233,1.0805155004291969,1.0107563356763019,1.3595236898739724,1.3842579541156954,1.0149102171031004,0.6385136855769111,0.41638983758051046,1.204647119394578,0.9063107790650264,1.00629113907772,0.907241785251472,2.586392096907186,0.7195617292798064,0.6499719137266905
606,"[0.5122, 0.529199]",0.6638849601511332,400.6444882619253,"[0.358195, 0.272932]",0.19270933579904925,400.6444882619253,400.83719759772436,,0.0,0.0,,0.0,0.0,"[0.45446, 0.822868]",400.83719759772436,402.7763983072542,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6488993528129501,2.5120703015839076,1.0787324715506008,1.0099885020215158,1.3657715108103041,1.3822254424405305,1.0148452791323157,0.6380089024829402,0.4157027256373083,1.2026592528609235,0.9117488491649883,1.0062939790865488,0.9058500809368245,2.589421726593454,0.7184466426356017,0.6488993528129501
607,"[0.78656, 0.710561, 0.908977, 0.413516, 0.31857, 0.661864]",0.2602323841255233,400.9047206460508,"[0.665557, 0.37339]",0.32129914687063027,400.9047206460508,401.2260197929214,"[0.782497, 0.390716]",401.8831113110781,406.1611738448806,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.6570915181566761,0.6570915181566761,0.6489128489667289,2.5083018237063954,1.0769553175612259,1.0087640205542916,1.372140796777713,1.3816617761069716,1.0151040181033033,0.6396963149263848,0.415355901308862,1.2006779361346287,0.9187760147872328,1.0062621394098303,0.9043577414295151,2.5920384568096813,0.7172630402589367,0.6489128489667289
608,"[0.597907, 0.714096]",0.9471439408904746,401.8518645869413,"[0.312686, 0.105172]",0.1761616812100326,401.8518645869413,402.02802626815134,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.88244, 0.249176]",402.583694207279,408.06817920479284,0.0,0.5556679391276589,0.5556679391276589,0.6487594856281778,2.5062955345333466,1.0751840094731318,1.0073009818163237,1.3773173260667495,1.380498389102675,1.0146310816710202,0.6420612026534709,0.41467275015539345,1.1987031368975654,0.9253138526499591,1.0053712786955755,0.9036622413027574,2.5937279402587317,0.7160833313111424,0.6487594856281778
609,"[0.74952, 0.278187]",1.6962702469955981,403.5481348339369,"[0.155267, 0.673723]",0.11602222474043941,403.5481348339369,403.66415705867735,,0.0,0.0,,0.0,0.0,"[0.63258, 0.672154]",403.66415705867735,406.85993386872366,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6476941991164731,2.505870966267179,1.0734185184887752,1.0067908113431372,1.38132807882959,1.3788501003210787,1.0134870695980724,0.6440334283835868,0.4139918425196703,1.1967348230438746,0.9294619667937504,1.0037204227371264,0.9021783952579253,2.5943601623866677,0.7153524510553176,0.6476941991164731
610,"[0.173726, 0.641385]",0.09485820305568092,403.6429930369926,"[0.190705, 0.139497]",0.13046499294129071,403.66415705867735,403.79462205161866,,0.0,0.0,"[0.7103, 0.231285]",403.79462205161866,408.0389537659426,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.021164021684739964,0.0,0.021164021684739964,0.6466671004649456,2.5055851176106576,1.0719949017071382,1.0069505789335935,1.3852874418595327,1.379909447160145,1.0118787254425758,0.644210105473992,0.41382632203684805,1.194772962678229,0.9321959261681558,1.0023485718112155,0.9006994142820927,2.5936417431472325,0.7147435224623359,0.6466671004649456
611,"[0.73604, 0.37671]",1.6140275039220802,405.2570205409147,"[0.207644, 0.587431]",0.1370947335740497,405.2570205409147,405.39411527448874,"[0.973129, 0.928152, 0.394447, 0.491583]",406.1611738448806,407.6260593371213,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.7670585703918391,0.7670585703918391,0.6468641405139258,2.503579440645512,1.0702404092329856,1.0053025419795287,1.3870704574202877,1.3811458353343706,1.011002693472304,0.6431557517825452,0.41372851257571536,1.193163318136136,0.9337424762545902,1.0007080667837012,0.8992252744878503,2.5921316757895148,0.7136414908705787,0.6468641405139258
612,"[0.81107, 0.780491, 0.837112, 0.680254, 0.738326, 0.206303]",1.6277390150070496,406.88475955592173,"[0.823708, 0.625278]",0.4284575939929714,406.88475955592173,407.3132171499147,,0.0,0.0,,0.0,0.0,"[0.167153, 0.73306]",407.3132171499147,407.84459507793275,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6458071729640664,2.5011925918476745,1.0686364105426456,1.0040478234644752,1.3876575263215707,1.3807606470533935,1.0108870824112817,0.6421048436913972,0.4142170054056978,1.1912137048712077,0.9344813677376184,0.9990729228837278,0.8977559521439159,2.589982512515206,0.7124754100031432,0.6458071729640664
613,"[0.90177, 0.57001, 0.198487, 0.242265]",0.11712895173787699,407.0018885076596,"[0.509201, 0.283259]",0.25000382259652515,407.3132171499147,407.5632209725112,"[0.801915, 0.388585]",407.6260593371213,412.0667957566011,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.3113286422550914,0.0628383646101156,0.374167006865207,0.6453640405560748,2.4985073028850358,1.068315403932422,1.0025614854488891,1.3873605623531255,1.379716211897708,1.010486054028917,0.641057364337904,0.4147202414717151,1.190181119901459,0.9349807184836693,0.9974431138741296,0.8964483954710486,2.5878403211901153,0.7113131336409847,0.6453640405560748
614,"[0.302813, 0.735986]",0.23774080606923717,407.2396293137288,"[0.372946, 0.641632]",0.19809479531357985,407.5632209725112,407.7613157678248,,0.0,0.0,,0.0,0.0,"[0.90406, 0.290616]",407.84459507793275,413.7290082971873,,0.0,0.0,,0.0,0.0,0.3235916587823908,0.08327931010796874,0.40687096889035956,0.6449756153579221,2.4971388506675285,1.068777142123611,1.0009286491533698,1.3862223446422344,1.378031582494787,1.0088403112699122,0.6400132969692754,0.41489045839479977,1.1892593471338524,0.9350381447066497,0.9958186136886669,0.8949883817976431,2.5881318052831843,0.7101546431953153,0.6449756153579221
615,"[0.362115, 0.179782]",0.3292170309595931,407.5688463446884,"[0.477289, 0.880066]",0.23733022813069693,407.7613157678248,407.9986459959555,,0.0,0.0,"[0.926393, 0.564949, 0.725049, 0.746401]",408.0389537659426,412.43875928211673,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.19246942313640147,0.040307769987123265,0.23277719312352474,0.6443053740209557,2.4945208057467485,1.0681981000448453,0.9997643230073551,1.3856369231955998,1.3763607414687995,1.0072271640214383,0.6389726249416832,0.41765508290888287,1.1889860789526392,0.9341530202150766,0.9941993964306365,0.8935331161361835,2.589977084377866,0.7089999201982498,0.6443053740209557
616,"[0.622605, 0.970084, 0.276238, 0.385803]",0.20253512555399508,407.7713814702424,"[0.182175, 0.387618]",0.12706700084244485,407.9986459959555,408.1257129967979,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.85827, 0.909324, 0.730814, 0.122355]",408.1257129967979,412.4396610101681,0.2272645257131103,0.0,0.2272645257131103,0.6436283596568195,2.4936145290160048,1.067822933125453,0.9981825311090357,1.3843815778702162,1.3749133723409592,1.0065836328295181,0.6379353317193752,0.4195347743198334,1.1891347679622546,0.9326365380394028,0.9928205429136049,0.8923188635224298,2.591962423751735,0.707848946301824,0.6436283596568195
617,"[0.284855, 0.693329]",0.2135877047854092,407.9849691750278,"[0.147509, 0.792461]",0.11272756995494244,408.1257129967979,408.23844056675284,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.22717],411.58021155293267,411.63865734792506,,0.0,0.0,0.14074382177011557,3.3417709861798244,3.48251480794994,0.6482294722148311,2.491222661305105,1.0671951606815206,0.9965647312206904,1.3827669095635406,1.3726849876207956,1.005292519235159,0.6369014008738009,0.4225743103836157,1.189688890746841,0.934074748744167,0.9912114334437288,0.8908726417014858,2.5941454842180764,0.7067017032770236,0.6482294722148311
618,"[0.850682, 0.45369, 0.297655, 0.449732]",0.23064532417515707,408.21561449920296,"[0.204962, 0.70736]",0.13605452102999305,408.23844056675284,408.37449508778286,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.277427],411.63865734792506,411.7425904964291,,0.0,0.0,0.02282606754988592,3.2641622601422,3.286988327692086,0.6524993085505548,2.4917816201167806,1.067763171202716,0.9949521669306893,1.3819746500237997,1.370463814501668,1.0061674378191185,0.6358708160827429,0.42576236131847117,1.1896008651980008,0.9353588272697183,0.9899866656842351,0.8894311002100594,2.596160666981037,0.7055581730128214,0.6524993085505548
619,"[0.395403, 0.741414]",0.389403767481751,408.6050182666847,"[0.67802, 0.69664]",0.3279737345579112,408.6050182666847,408.9329920012426,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.605732],411.7425904964291,413.12536418391176,,0.0,0.0,0.0,2.809598495186492,2.809598495186492,0.6559841214530362,2.4930914892477927,1.0660381903122431,0.9933448128645654,1.380695475804452,1.3683671154277977,1.0072482960317342,0.6349119418005035,0.4282572293206311,1.1893467342472737,0.935767229886204,0.9883873334294948,0.887994216364809,2.595555933989336,0.704418337515224,0.6559841214530362
620,"[0.636667, 0.338148]",1.1047742896239456,409.7097925563086,"[0.817441, 0.408278]",0.4228529844632318,409.7097925563086,410.1326455407719,"[0.942711, 0.969597, 0.31557, 0.672586]",412.0667957566011,413.1180638795883,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.93415021582922,1.93415021582922,0.6580456796697719,2.4949113138608063,1.0643187738762556,0.9917426438115581,1.3801631742419804,1.3661600716932367,1.0082290593323053,0.6341268647583771,0.4294497263259904,1.1897863058163163,0.9369432415875849,0.9870130648397587,0.8865619676287367,2.594445703334559,0.7033312283704882,0.6580456796697719
621,"[0.203838, 0.248861]",0.12223689834241233,409.83202945465104,"[0.382745, 0.481965]",0.2016852109069037,410.1326455407719,410.3343307516788,,0.0,0.0,"[0.839612, 0.671319, 0.958217, 0.474952, 0.827085, 0.714112, 0.130607, 0.603578]",412.43875928211673,412.71850427386363,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.30061608612084,2.1044285304379287,2.4050446165587687,0.6608588824666947,2.4961872970085404,1.0626048950133309,0.9901456347232946,1.3795118492360334,1.3639601359900269,1.007586313390102,0.6344126658911217,0.43091884881610304,1.1902417121263795,0.9358354956026922,0.9854236718206931,0.8851343316100109,2.5922722529320468,0.7021986499029029,0.6608588824666947
622,"[0.46859, 0.26186]",0.5484611104843262,410.38049056513535,"[0.409491, 0.184568]",0.21155765645043445,410.38049056513535,410.5920482215858,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.297947, 0.836474]",412.4396610101681,413.3951521020766,0.0,1.8476127885822962,1.8476127885822962,0.6627668469459802,2.4980037109073376,1.0610653832240184,0.988814028915344,1.3775527211803122,1.361767274035059,1.0075666063546036,0.6354439979464903,0.43237465325218866,1.1922822162006377,0.9343309369280898,0.9838393893901132,0.8837112860607986,2.589524391235087,0.7010697131667246,0.6627668469459802
623,"[0.892255, 0.896679, 0.50891, 0.812558]",0.654568169509091,411.03505873464445,"[0.764053, 0.314183]",0.38092991152253153,411.03505873464445,411.41598864616697,,0.0,0.0,"[0.319435, 0.64888]",412.71850427386363,413.79564847950553,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.302515627696664,1.302515627696664,0.6637937310242317,2.500592242209766,1.0593622285157938,0.9872268474885135,1.3753415611142124,1.3595814517653397,1.0064042682596614,0.6364534383493843,0.43351230450641365,1.1944543389378943,0.9328312082973865,0.9839655057882042,0.8822928088761104,2.5872830465198224,0.699944400625526,0.6637937310242317
624,"[0.52994, 0.519762]",0.7159564386880274,411.75101517333246,"[0.726289, 0.979389, 0.668359, 0.19117]",0.32278238902911643,411.75101517333246,412.07379756236156,"[0.269999, 0.97477, 0.34607, 0.563579]",413.1180638795883,414.3223410613571,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.044266317226743,1.044266317226743,0.6644034627328895,2.5038750966926484,1.0580869354660882,0.9856447531816409,1.3731374880996061,1.3574026353362287,1.0047914409066812,0.638307680867946,0.43281757324919184,1.197635326231008,0.9313362864892176,0.9860565818887869,0.8812130132958964,2.583136759586297,0.6988226948552928,0.6644034627328895
625,"[0.116611, 0.360782]",0.051604842197159044,411.8026200155296,"[0.819644, 0.378641]",0.42480359090146413,412.07379756236156,412.49860115326305,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.195901],413.12536418391176,413.1638293859323,,0.0,0.0,0.27117754683195017,0.6267630306487035,0.8979405774806537,0.664777122116486,2.506877053818626,1.0570056411782036,0.9842509830011932,1.3709404681186468,1.3552307911196908,1.0031837746012304,0.6404639610046651,0.43212506513199317,1.2012064944640355,0.9298461484308349,0.9857030075714134,0.879803072474623,2.579003740770959,0.6977045785435243,0.664777122116486
626,"[0.611594, 0.825437]",1.0004782282349103,412.8030982437645,"[0.672518, 0.235737]",0.32500231625697446,412.8030982437645,413.1281005600215,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.603758],413.1638293859323,414.5284745738673,,0.0,0.0,0.0,0.035728825910780415,0.035728825910780415,0.6637722526337292,2.5100535865969493,1.055317133764181,0.9826786970858558,1.3687504673708535,1.3533067424900644,1.0015812446098546,0.6435454057000268,0.43206494186889827,1.2046088611571262,0.9283607711969198,0.9863846098749218,0.8783976362566124,2.5753063971413743,0.696590034488343,0.6637722526337292
627,"[0.718905, 0.428058]",1.5142706256754117,414.3173688694399,"[0.159758, 0.327263]",0.11790472826243834,414.3173688694399,414.43527359770235,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.351827, 0.525197]",414.43527359770235,415.7017214443359,0.0,0.0,0.0,0.662713604702894,2.5121123506318264,1.0536340123387198,0.9828494663265773,1.3665674522713784,1.3513475362327076,0.9999838263568884,0.6457083629966857,0.4316084642856742,1.2082861427946472,0.9279908076365518,0.9855454757696581,0.876996683088739,2.571199050415471,0.6955275444910926,0.662713604702894
628,"[0.518907, 0.7193]",0.6832037874496502,415.0005726568896,"[0.684573, 0.123405]",0.3315661459053716,415.0005726568896,415.33213880279493,,0.0,0.0,,0.0,0.0,"[0.577877, 0.14069]",415.33213880279493,418.10419463812724,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6616583282622842,2.5150981459496666,1.0522154310332634,0.9829441941429191,1.3643913894492903,1.349195708945713,0.9983914954231992,0.6485155266692697,0.43092118966101545,1.2100999426816568,0.927652333606004,0.9855564159363392,0.8756001915551582,2.568475391139272,0.6945482660076377,0.6616583282622842
629,"[0.834106, 0.140975]",2.2894352395002753,417.29000789638985,"[0.337017, 0.518773]",0.18500394472292342,417.29000789638985,417.4750118411128,,0.0,0.0,"[0.913824, 0.714731, 0.320309, 0.966273, 0.303708, 0.50526]",417.4750118411128,418.46854335754443,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6606064072316605,2.518576062160636,1.0528234883588792,0.9854580585062094,1.3622222457458733,1.347757100833484,0.9971821636985477,0.6537841136569751,0.4302361003292809,1.2119793572956872,0.9270100986426354,0.9850085274199097,0.8742081403762152,2.566596511041073,0.6937405680932001,0.6606064072316605
630,"[0.924528, 0.581507, 0.37701, 0.888269]",0.35529973997770037,417.64530763636753,"[0.875312, 0.741577, 0.616104, 0.77274]",0.2965758094705128,417.64530763636753,417.9418834458381,"[0.440039, 0.518573]",417.9418834458381,419.67253346837896,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6595578256328801,2.522903326410102,1.053561836598065,0.9880567949008406,1.3606139464003775,1.3461503775406347,0.9961696137416376,0.6588211240048535,0.4295531858843138,1.2136121734207737,0.926004479423622,0.983546242212785,0.872820508407364,2.565119062684797,0.694388328726171,0.6595578256328801
631,"[0.716689, 0.42015]",1.5017539744275075,419.14706161079505,"[0.377957, 0.807723]",0.1999293803702358,419.14706161079505,419.3469909911653,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.573591],419.3469909911653,420.46140939275426,,0.0,0.0,0.0,0.0,0.0,0.6585125675890879,2.5256587065085845,1.0539073073082426,0.989085010277916,1.3584576643934039,1.3464152470142696,0.9945908980304781,0.6647726402078262,0.42887243598592345,1.2151997322745192,0.9245461404253095,0.982110545719092,0.8714372746380973,2.5640370380066133,0.6955461117851697,0.6585125675890879
632,"[0.191624, 0.130277]",0.11073316828441096,419.25779477907946,"[0.30993, 0.401662]",0.17515921253034536,419.3469909911653,419.5221502036956,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.554829, 0.642508]",419.5221502036956,422.2941049180931,0.08919621208582384,0.0,0.08919621208582384,0.6576117505708866,2.527880685404134,1.0588754660285897,0.9893091344563307,1.3564081586355854,1.345342468833838,0.9930171782551135,0.6695172657933467,0.42849817711085597,1.2182243201442757,0.9230832509626112,0.980556573336625,0.870058418190885,2.5637960648318083,0.6964270722923279,0.6576117505708866
633,"[0.85788, 0.373997, 0.861446, 0.874231, 0.739505, 0.947983, 0.824131, 0.325013, 0.854493, 0.42622, 0.178198, 0.696628]",0.09871723302062158,419.3565120121001,"[0.11073, 0.551996]",0.09618264030096202,419.5221502036956,419.6183328439966,,0.0,0.0,,0.0,0.0,"[0.298482, 0.250905]",419.6183328439966,420.71248341096464,,0.0,0.0,,0.0,0.0,0.1656381915955194,0.0,0.1656381915955194,0.6568345411570234,2.5297397453191235,1.0631675651107988,0.9877462448284376,1.3543460663973237,1.3444889315710737,0.9915555402012024,0.6748650458751868,0.4278212447615497,1.2217906619040584,0.9216249835835234,0.9795599753435972,0.8686839183201254,2.562206328508995,0.6973324024979549,0.6568345411570234
634,"[0.122192, 0.346771]",0.05535056276173188,419.41186257486186,"[0.685719, 0.313202]",0.3322005353311984,419.6183328439966,419.9505333793278,,0.0,0.0,"[0.910555, 0.633425, 0.258724, 0.484011]",419.9505333793278,420.72268544366,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.20647026913474065,0.0,0.20647026913474065,0.6561241874156634,2.5324902164293572,1.0684270098680886,0.986332926161048,1.3526015458702698,1.3433326638231489,0.9901495046776677,0.679234720981167,0.4273718457437343,1.224800683880146,0.9201713164169878,0.9780149280638754,0.867313754411103,2.558164993605984,0.6962325091186206,0.6561241874156634
635,"[0.432643, 0.845738]",0.4653825165790444,419.8772450914409,"[0.328908, 0.613045]",0.18205745892289094,419.9505333793278,420.1325908382507,"[0.450272, 0.242602]",420.1325908382507,421.9255718690934,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.07328828788689634,0.0,0.07328828788689634,0.6552063356053819,2.535003274824977,1.0742364553108104,0.9847796459623691,1.3504714646956708,1.3426203553165723,0.9891486781893691,0.682727114649759,0.426698819215004,1.227949070771727,0.918722227729717,0.9771154665132523,0.8659479059789597,2.5541363873168406,0.6951360799704023,0.6552063356053819
636,"[0.56933, 0.517477]",0.8434231881308932,420.7206682795718,"[0.823488, 0.903054, 0.733438, 0.928118]",0.36046892791572543,420.7206682795718,421.08113720748753,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.905021],421.08113720748753,434.5331408329762,,0.0,0.0,0.0,0.0,0.0,0.654176136964493,2.5386055863883827,1.0815702410621222,0.983231250292617,1.3487460022343736,1.342440148681006,0.9888980688485429,0.686070436148848,0.4260279091218987,1.230471133308026,0.9181070794023045,0.9764130035606305,0.8650162829610494,2.5501204496009335,0.6940430987125872,0.654176136964493
637,"[0.174407, 0.249187]",0.09544128963666738,420.81610956920844,"[0.258913, 0.497185]",0.1564651973156068,421.08113720748753,421.2376024048031,,0.0,0.0,,0.0,0.0,"[0.508226, 0.435131]",421.2376024048031,423.51990910230376,,0.0,0.0,,0.0,0.0,0.2650276382790935,0.0,0.2650276382790935,0.6535652288032914,2.54211505313347,1.0874846213860594,0.9819498312783986,1.347161160619598,1.3421557025495028,0.988888743829711,0.689216275214748,0.42535910549690353,1.231601827722458,0.9181775383132682,0.9748801730997818,0.8636583296126019,2.546719335064924,0.692953549107073,0.6535652288032914
638,"[0.72605, 0.669619, 0.766443, 0.444136]",1.804303323628064,422.6204128928365,"[0.327844, 0.355686]",0.1816708762716979,422.6204128928365,422.8020837691082,,0.0,0.0,"[0.940739, 0.905419, 0.715093, 0.528736]",422.8020837691082,427.09677507739985,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6525408318929413,2.5457086705210643,1.0932961899519262,0.9804107249597804,1.3461823833040518,1.3400520102257576,0.9873387614726112,0.691588661120087,0.4246923984349962,1.2329763960420506,0.9188838370025278,0.9738582744757018,0.8629641071333576,2.542727611969211,0.6918674150175634,0.6525408318929413
639,"[0.619033, 0.318075]",1.030512743536766,423.65092563637324,"[0.297611, 0.703137]",0.17067266458636568,423.65092563637324,423.82159830095964,"[0.318219, 0.637398]",423.82159830095964,424.8858104151247,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.651519641232702,2.5493192503052344,1.0984290559222902,0.9788764358753363,1.345231426251272,1.3379549022285342,0.9869988310537795,0.6931179941773733,0.42412966034241517,1.2354217004598038,0.9195836145063669,0.9732403619257913,0.8619862644095733,2.5387483825295094,0.6907846804087723,0.651519641232702
